refset;algorithm;variation;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi p-value cutoff;KNN;graphlet;2000;88,0;92,0;67,01878917904193;0,5404506477422747;15,0;21,0;24,0;34,0;22,097826086956523;15,5;81,23093426301499;0,7611465379885753;17,0;39,0;48,0;58,0;11,076086956521738;5,0
farashi p-value cutoff;KNN;autoencode;100;24,0;25,0;75,85074626865672;0,7361111111111112;14,0;22,0;23,0;25,0;2,04;1,0;81,01492537313433;0,7659722222222222;14,0;23,0;25,0;25,0;1,64;1,0
farashi p-value cutoff;KNN;autoencode;500;60,0;62,0;70,23549168163711;0,5332992629666934;12,0;26,0;36,0;49,0;7,096774193548387;4,0;73,79520424900413;0,6375774344198653;17,0;36,0;44,0;49,0;6,838709677419355;3,0
farashi p-value cutoff;KNN;autoencode;1000;79,0;83,0;68,84677424050965;0,5256540102223577;13,0;24,0;31,0;48,0;14,096385542168674;9,0;78,44252796589936;0,7016346638701346;20,0;39,0;49,0;58,0;9,08433734939759;4,0
farashi p-value cutoff;KNN;autoencode;2000;88,0;92,0;66,07541930653794;0,5263342985473222;14,0;20,0;20,0;33,0;22,76086956521739;16,5;81,34253517034851;0,7639892184922187;21,0;40,0;48,0;58,0;11,032608695652174;5,0
farashi p-value cutoff;KNN;combi;100;24,0;25,0;79,19402985074626;0,7854166666666665;16,0;23,0;23,0;24,0;2,0;1,0;72,50746268656715;0,7125;11,0;23,0;24,0;25,0;2,0;2,0
farashi p-value cutoff;KNN;combi;500;60,0;62,0;73,01120831055222;0,5584224843379872;13,0;29,0;37,0;51,0;6,306451612903226;4,0;73,4671561352808;0,6219553387367063;12,0;36,0;46,0;48,0;6,870967741935484;3,0
farashi p-value cutoff;KNN;combi;1000;79,0;83,0;71,56213059099616;0,5539670317051854;12,0;26,0;34,0;51,0;12,409638554216867;8,0;77,95483529089778;0,6927618746678941;14,0;38,0;49,0;58,0;9,228915662650602;4,0
farashi p-value cutoff;KNN;combi;2000;88,0;92,0;67,43600058105103;0,5385745681386711;15,0;21,0;23,0;34,0;21,195652173913043;16,0;81,22590593677718;0,7629732489430224;20,0;38,0;49,0;58,0;11,08695652173913;5,0
farashi p-value cutoff;RF;normal;100;24,0;25,0;86,29850746268657;0,8645833333333334;18,0;24,0;24,0;25,0;1,52;1,0;82,4776119402985;0,8298611111111112;16,0;24,0;24,0;25,0;1,64;1,0
farashi p-value cutoff;RF;normal;500;60,0;62,0;83,11235647895025;0,6899237560852806;24,0;40,0;46,0;57,0;3,9838709677419355;2,0;70,01874560649847;0,5202858053343553;12,0;27,0;34,0;44,0;7,048387096774194;5,0
farashi p-value cutoff;RF;normal;1000;79,0;83,0;82,3367903707629;0,6841935730208245;28,0;41,0;51,0;64,0;7,108433734939759;4,0;67,80616909396892;0,4752684315908926;9,0;24,0;32,0;47,0;14,626506024096386;9,0
