refset;algorithm;variation;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi p-value cutoff;KNN7;graphlet;2000;88,0;92,0;81,68194719140045;0,7258914420383066;16,0;26,0;43,0;62,0;11,08695652173913;6,0;74,08191143441387;0,6852094125885472;14,0;25,0;30,0;49,0;15,597826086956522;10,0
farashi p-value cutoff;KNN9;graphlet;100;24,0;25,0;71,79104477611939;0,7138888888888889;12,0;23,0;24,0;25,0;2,0;2,0;80,86567164179105;0,7937500000000001;15,0;24,0;25,0;25,0;1,64;1,0
farashi p-value cutoff;KNN9;graphlet;500;60,0;62,0;76,4918378505038;0,6521474955494385;20,0;34,0;43,0;50,0;5,67741935483871;3,0;67,88155119893774;0,5633073878093863;15,0;27,0;37,0;45,0;8,096774193548388;5,0
farashi p-value cutoff;KNN9;graphlet;1000;79,0;83,0;76,65218631898303;0,637635318861906;21,0;26,0;40,0;58,0;9,433734939759036;6,0;71,78399436314616;0,6199503664739638;16,0;28,0;35,0;51,0;12,144578313253012;7,0
farashi p-value cutoff;KNN9;graphlet;2000;88,0;92,0;80,44134736795057;0,7095379041070239;17,0;26,0;40,0;63,0;11,869565217391305;6,0;72,37591208250926;0,6580968275976942;14,0;25,0;32,0;45,0;17,032608695652176;11,5
farashi p-value cutoff;RF;graphlet;100;24,0;25,0;65,13432835820896;0,5930555555555556;10,0;20,0;24,0;25,0;2,28;2,0;64,56716417910448;0,5895833333333333;10,0;21,0;24,0;25,0;2,32;2,0
farashi p-value cutoff;RF;graphlet;500;60,0;62,0;81,96321174724675;0,6893539941281576;23,0;38,0;46,0;56,0;4,290322580645161;2,0;66,74998047332656;0,49405285301060625;5,0;21,0;33,0;46,0;7,67741935483871;5,0
farashi p-value cutoff;RF;graphlet;1000;79,0;83,0;82,58544084506224;0,7087716379633787;28,0;41,0;54,0;66,0;7,746987951807229;4,0;69,27361451606328;0,5160076139299837;8,0;19,0;32,0;51,0;13,590361445783133;8,0
farashi p-value cutoff;RF;graphlet;2000;88,0;92,0;82,79865464337992;0,7442705356381332;31,0;46,0;50,0;66,0;11,717391304347826;3,5;69,19745119730035;0,5359964773744429;5,0;6,0;17,0;45,0;20,032608695652176;11,0
Teslovich;LR;graphlet;100;22,0;22,0;69,57259158751697;0,5852647352647353;8,0;18,0;21,0;22,0;2,3181818181818183;2,0;71,64179104477613;0,630994005994006;10,0;20,0;20,0;22,0;2,1818181818181817;2,0
Teslovich;LR;graphlet;500;60,0;63,0;72,49567562067561;0,6355086750944832;19,0;36,0;44,0;54,0;5,0476190476190474;3,0;73,1888481888482;0,6622189874464239;19,0;36,0;43,0;57,0;5,0476190476190474;3,0
Teslovich;LR;graphlet;1000;76,0;79,0;73,22564393223755;0,6468747275339914;19,0;34,0;44,0;60,0;7,556962025316456;4,0;76,92010112187705;0,7021157591111372;21,0;38,0;47,0;67,0;6,582278481012659;4,0
Teslovich;LR;graphlet;2000;89,0;92,0;71,60477922230892;0,6337377606846875;23,0;33,0;42,0;52,0;13,5;8,0;80,94255657474343;0,7543361336939679;22,0;38,0;49,0;72,0;8,91304347826087;5,0
