Gene rank;DEPICT For SNP rank;predicates For SNP rank;node2vec normal For SNP rank;node2vec graphlet For SNP rank;node2vec autoencode For SNP rank;node2vec combi For SNP rank;network distance For SNP rank;EVOKE For SNP rank;rdf2vec For SNP rank;struc2vec For SNP rank;Recall snps;Recall genes;Recall entries;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso)
True;True;False;False;False;False;False;False;True;False;False;87,0;228,0;87,0;78,5000356964375;0,7332412605066975;56,0;79,0;83,0;86,0;2,1954022988505746;1,0
True;True;False;False;False;False;False;False;False;True;False;87,0;228,0;87,0;83,60462625829943;0,7857699749239445;62,0;81,0;84,0;86,0;1,9655172413793103;1,0
True;True;False;False;False;False;False;False;False;False;True;87,0;228,0;87,0;83,2369529520954;0,7929650208118533;61,0;81,0;85,0;86,0;1,8505747126436782;1,0
True;False;True;True;False;False;False;False;False;False;False;79,0;192,0;79,0;80,12757120253164;0,7480013324450366;56,0;71,0;76,0;78,0;1,759493670886076;1,0
True;False;True;False;True;False;False;False;False;False;False;79,0;192,0;79,0;83,76681170886077;0,8069065067732623;60,0;72,0;77,0;78,0;1,620253164556962;1,0
True;False;True;False;False;True;False;False;False;False;False;79,0;192,0;79,0;85,06724683544304;0,8257272929158339;60,0;74,0;77,0;78,0;1,5569620253164558;1,0
True;False;True;False;False;False;True;False;False;False;False;79,0;192,0;79,0;82,72349683544303;0,7895292027537197;59,0;74,0;76,0;78,0;1,6962025316455696;1,0
True;False;True;False;False;False;False;True;False;False;False;79,0;192,0;79,0;85,94244462025317;0,8354430379746836;61,0;75,0;77,0;78,0;1,860759493670886;1,0
True;False;True;False;False;False;False;False;True;False;False;79,0;192,0;79,0;80,01384493670886;0,7482987532121443;54,0;73,0;77,0;78,0;2,0126582278481013;1,0
True;False;True;False;False;False;False;False;False;True;False;79,0;192,0;79,0;81,02254746835443;0,7733019257003266;56,0;72,0;76,0;78,0;2,0126582278481013;1,0
True;False;True;False;False;False;False;False;False;False;True;79,0;192,0;79,0;84,07337816455697;0,7967466133688651;58,0;74,0;77,0;78,0;1,8860759493670887;1,0
True;False;False;True;True;False;False;False;False;False;False;87,0;228,0;87,0;79,48525737131435;0,7297259454436681;57,0;80,0;84,0;86,0;1,8160919540229885;1,0
True;False;False;True;False;True;False;False;False;False;False;87,0;228,0;87,0;78,47504819019062;0,6881372436705234;57,0;76,0;85,0;86,0;1,8735632183908046;1,0
