bp distance absolute;DEPICT p-value;predicates_score;node2vec_normal_score;node2vec_graphlet_score;node2vec_autoencode_score;node2vec_combi_score;distance_score;EVOKE_score;rdf2vec_score;struc2vec_score;Recall snps;Recall genes;Recall entries;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso)
False;False;False;False;False;False;False;False;False;True;True;41,0;91,0;41,0;61,33694670280037;0,6229674796747968;20,0;38,0;40,0;41,0;1,8048780487804879;2,0
True;True;True;False;False;False;False;False;False;False;False;38,0;78,0;38,0;72,60765550239235;0,7236842105263158;25,0;37,0;38,0;38,0;1,4736842105263157;1,0
True;True;False;True;False;False;False;False;False;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;True;False;False;True;False;False;False;False;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;True;False;False;False;True;False;False;False;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;True;False;False;False;False;True;False;False;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;True;False;False;False;False;False;True;False;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;True;False;False;False;False;False;False;True;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;True;False;False;False;False;False;False;False;True;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;True;False;False;False;False;False;False;False;False;True;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;False;True;True;False;False;False;False;False;False;False;38,0;78,0;38,0;72,60765550239235;0,7236842105263158;25,0;37,0;38,0;38,0;1,4736842105263157;1,0
True;False;True;False;True;False;False;False;False;False;False;38,0;78,0;38,0;72,60765550239235;0,7236842105263158;25,0;37,0;38,0;38,0;1,4736842105263157;1,0
True;False;True;False;False;True;False;False;False;False;False;38,0;78,0;38,0;72,60765550239235;0,7236842105263158;25,0;37,0;38,0;38,0;1,4736842105263157;1,0
True;False;True;False;False;False;True;False;False;False;False;38,0;78,0;38,0;72,60765550239235;0,7236842105263158;25,0;37,0;38,0;38,0;1,4736842105263157;1,0
True;False;True;False;False;False;False;True;False;False;False;38,0;78,0;38,0;72,60765550239235;0,7236842105263158;25,0;37,0;38,0;38,0;1,4736842105263157;1,0
True;False;True;False;False;False;False;False;True;False;False;38,0;78,0;38,0;72,60765550239235;0,7236842105263158;25,0;37,0;38,0;38,0;1,4736842105263157;1,0
True;False;True;False;False;False;False;False;False;True;False;38,0;78,0;38,0;72,60765550239235;0,7236842105263158;25,0;37,0;38,0;38,0;1,4736842105263157;1,0
True;False;True;False;False;False;False;False;False;False;True;38,0;78,0;38,0;72,60765550239235;0,7236842105263158;25,0;37,0;38,0;38,0;1,4736842105263157;1,0
True;False;False;True;True;False;False;False;False;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;False;False;True;False;True;False;False;False;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;False;False;True;False;False;True;False;False;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;False;False;True;False;False;False;True;False;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;False;False;True;False;False;False;False;True;False;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;False;False;True;False;False;False;False;False;True;False;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;False;False;True;False;False;False;False;False;False;True;41,0;91,0;41,0;71,99638663053297;0,6951219512195121;26,0;39,0;41,0;41,0;1,5609756097560976;1,0
