Gene rank;DEPICT For SNP rank;predicates For SNP rank;node2vec normal For SNP rank;node2vec graphlet For SNP rank;node2vec autoencode For SNP rank;node2vec combi For SNP rank;network distance For SNP rank;EVOKE For SNP rank;rdf2vec For SNP rank;struc2vec For SNP rank;Recall snps;Recall genes;Recall entries;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso)
False;True;False;False;False;False;True;True;False;False;False;41,0;91,0;41,0;79,69738030713641;0,7865853658536586;31,0;39,0;41,0;41,0;1,4146341463414633;1,0
False;True;False;False;False;False;True;False;True;False;False;41,0;91,0;41,0;69,28635953026198;0,6941056910569107;26,0;36,0;40,0;41,0;1,7073170731707317;1,0
False;True;False;False;False;False;True;False;False;True;False;41,0;91,0;41,0;72,99006323396566;0,7012195121951219;27,0;38,0;41,0;41,0;1,5609756097560976;1,0
False;True;False;False;False;False;True;False;False;False;True;41,0;91,0;41,0;66,62149954832881;0,6747967479674797;25,0;37,0;41,0;41,0;1,7317073170731707;1,0
False;True;False;False;False;False;False;True;True;False;False;41,0;91,0;41,0;74,61607949412827;0,7632113821138211;27,0;39,0;41,0;41,0;1,4878048780487805;1,0
False;True;False;False;False;False;False;True;False;True;False;41,0;91,0;41,0;80,46522131887986;0,7957317073170732;30,0;40,0;41,0;41,0;1,3658536585365855;1,0
False;True;False;False;False;False;False;True;False;False;True;41,0;91,0;41,0;72,60614272809394;0,7195121951219512;27,0;39,0;41,0;41,0;1,5609756097560976;1,0
False;True;False;False;False;False;False;False;True;True;False;41,0;91,0;41,0;66,869918699187;0,6585365853658537;25,0;38,0;41,0;41,0;1,7317073170731707;1,0
False;True;False;False;False;False;False;False;True;False;True;41,0;91,0;41,0;67,18608852755195;0,6737804878048781;25,0;38,0;40,0;41,0;1,7560975609756098;1,0
False;True;False;False;False;False;False;False;False;True;True;41,0;91,0;41,0;68,99277326106595;0,690040650406504;26,0;37,0;41,0;41,0;1,6829268292682926;1,0
False;False;True;True;True;False;False;False;False;False;False;38,0;78,0;38,0;82,20693779904306;0,8470394736842105;31,0;37,0;38,0;38,0;1,3421052631578947;1,0
False;False;True;True;False;True;False;False;False;False;False;38,0;78,0;38,0;81,27990430622009;0,831140350877193;29,0;37,0;37,0;38,0;1,394736842105263;1,0
False;False;True;True;False;False;True;False;False;False;False;38,0;78,0;38,0;80,02392344497609;0,8366228070175439;30,0;37,0;37,0;38,0;1,4736842105263157;1,0
False;False;True;True;False;False;False;True;False;False;False;38,0;78,0;38,0;83,13397129186603;0,8717105263157895;29,0;38,0;38,0;38,0;1,263157894736842;1,0
False;False;True;True;False;False;False;False;True;False;False;38,0;78,0;38,0;84,18062200956939;0,8689692982456141;31,0;37,0;38,0;38,0;1,2894736842105263;1,0
False;False;True;True;False;False;False;False;False;True;False;38,0;78,0;38,0;82,11722488038278;0,8585526315789473;30,0;37,0;37,0;38,0;1,368421052631579;1,0
False;False;True;True;False;False;False;False;False;False;True;38,0;78,0;38,0;83,67224880382776;0,8656798245614036;31,0;36,0;38,0;38,0;1,3157894736842106;1,0
